,Facility Name,Site Address,Facility Type,Last Inspection Date,url,category
14,Styled by Sarah,220 St Clair St.  Chatham ON N7L 3J8,Hair Salon,,location.href = '/Facility/Details/fff3c346-49df-4c07-b90e-d163dae88e44' ,Personal Service Settings
15,Sugar That,K-55 Forest  St Chatham ON N7L 1Z9,Aesthetic Clinic,29-Jan-2024,location.href = '/Facility/Details/7c92d6ea-ca05-4225-91ce-8b9f99b9e3d2' ,Personal Service Settings
16,Tease,7 Fourth Street  Chatham ON N7M 6C9,Aesthetic Clinic,28-Dec-2023,location.href = '/Facility/Details/960ac1f5-f7e3-4f09-acf4-6f41620ab198' ,Personal Service Settings
17,The Beauty Bar,235 Nelson St  Wallaceburg ON N8A 4G5,Aesthetic Clinic,28-Sep-2023,location.href = '/Facility/Details/20d2b440-8443-44a6-8e03-af6134a40c80' ,Personal Service Settings
18,The Beauty Parlour Inc.,77 Victoria St  Chatham ON N7L 2Z9,Hair Salon,01-Nov-2023,location.href = '/Facility/Details/5154b535-d421-4afa-8590-f96aafda7ade' ,Personal Service Settings
19,The Esthetic Studio,90 Dover St  Chatham ON N7L 1T1,Aesthetic Clinic,02-Nov-2023,location.href = '/Facility/Details/80c5e1e6-1679-4d0e-a7df-b924d3f9970d' ,Personal Service Settings
20,The Lacquer Bar,220 St. Clair St  Chatham ON N7L 3J8,Aesthetic Clinic,22-Jun-2023,location.href = '/Facility/Details/d932a16d-ab2d-46b5-850c-7d82abe56649' ,Personal Service Settings
21,The Nail Place and Esthetics,368 James Street  Wallaceburg ON N8A 4E2,Aesthetic Clinic,02-Jun-2023,location.href = '/Facility/Details/d13b144b-9d56-4cc8-b1df-62b6672e021a' ,Personal Service Settings
22,The Nail Studio,67 Sandys Street  Chatham ON N7L 3P5,Aesthetic Clinic,30-May-2023,location.href = '/Facility/Details/37508bea-cf69-42d1-9f65-64efe0ca5533' ,Personal Service Settings
23,The Studio,27 Bond Ave  Tilbury ON N0P 2L0,Hair Salon,10-Feb-2023,location.href = '/Facility/Details/c117528d-c59b-48ab-a038-be6c0871e4ba' ,Personal Service Settings
24,The Styling Salon,603 Fuller Street  Dresden ON N0P 1M0,Hair Salon,07-Sep-2023,location.href = '/Facility/Details/5736edb1-9575-4ba2-9c2d-8c54c39d5b54' ,Personal Service Settings
0,The Village Hair Centre,8345 McCreary Line  Wallaceburg ON N8A 4L1,Hair Salon,16-Oct-2023,location.href = '/Facility/Details/a82682fa-790c-484f-83b3-9b2bfd5228c9' ,Personal Service Settings
1,"Thomas Group Salon & Oasis Spa, The",9 Park St  Chatham ON N7M 3R1,Aesthetic Clinic,22-Dec-2022,location.href = '/Facility/Details/f403a6a6-59ee-43f1-afbb-a20507726760' ,Personal Service Settings
2,Tiffany Squire,24 Elizabeth St  Chatham ON,Hair Salon,04-Dec-2023,location.href = '/Facility/Details/48b57aa1-567d-430e-aa8d-38786d09786e' ,Personal Service Settings
3,Tilbury Manor - Forever Young Haircare,16 Fort Street  Tilbury ON N0P 2L0,Hair Salon,21-Dec-2023,location.href = '/Facility/Details/2d4b870c-8324-41f0-86de-1590e07a9856' ,Personal Service Settings
4,TPN Nail Salon,4 Farmhouse Pl  Chatham ON N7L 5C6,Aesthetic Clinic,07-Sep-2023,location.href = '/Facility/Details/26a506c4-7624-4ae2-99ab-8b5be313b79c' ,Personal Service Settings
5,Trend Barber Shop,189 St. Clair Street  Chatham ON N7L 3J4,Barber Shop,15-Aug-2023,location.href = '/Facility/Details/46cce83e-7b84-4281-9d65-f1233cf6f4d1' ,Personal Service Settings
6,Tributary Tattoo & Design,1B-224 Duncan St  Wallaceburg ON N8A 4E3,Tattoo Parlour,10-Oct-2023,location.href = '/Facility/Details/0534572e-fb49-4341-b708-ef0fa47370f9' ,Personal Service Settings
7,Tropic Sun Tan,59 McNaughton Ave  Wallaceburg ON N8A 1R9,Tanning Salon,,location.href = '/Facility/Details/a55dade8-fe56-4a66-bfc8-e9ec1bf18548' ,Personal Service Settings
8,Tropical Beauty Salon and Spa,317 Grand Ave W  Chatham ON N7L 1C3,Tanning Salon,01-Dec-2023,location.href = '/Facility/Details/1fd0ca8b-f219-465b-9117-ff1a3f4574a7' ,Personal Service Settings
9,Tropical Beauty Salon and Spa,317 Grand Ave W.  Chatham ON N7L 1C3,Aesthetic Clinic,01-Dec-2023,location.href = '/Facility/Details/69d4acae-ea62-4486-b5d1-b9929fe9e681' ,Personal Service Settings
10,Unique Hair Studio - Previously the: East Talbot Salon,2-95 Talbot Street East  Blenheim ON N0P 1A0,Hair Salon,12-Dec-2019,location.href = '/Facility/Details/8f0134c5-616a-4c4e-914c-d020a3b98c87' ,Personal Service Settings
11,Vern's Century Barber Shop,31 Main St E  Ridgetown ON N0P 2C0,Barber Shop,30-Jun-2023,location.href = '/Facility/Details/4b36401d-8448-40d6-b3b1-ed507f25644b' ,Personal Service Settings
12,VN Nails,4-425 St Clair Street  Chatham ON N7L 3K4,Aesthetic Clinic,13-Sep-2023,location.href = '/Facility/Details/faecf52d-ad64-4d1a-9b0d-f4f64ed3dd0c' ,Personal Service Settings
13,Wallaceburg Retirement Residence- Hair Salon,70 Duke St  Wallaceburg ON N8A 1E3,Hair Salon,07-Dec-2023,location.href = '/Facility/Details/25236be0-229f-4a9b-8a0e-449fafe1c090' ,Personal Service Settings
14,Wallaceburg Wellness Centre,222 Wellington St  Wallaceburg ON N8A 2X9,Aesthetic Clinic,27-Sep-2023,location.href = '/Facility/Details/108dae59-c138-444e-bd20-a4bb954f988c' ,Personal Service Settings
15,Zazoha Day Spa,504 Isaac St  Dresden ON N0P 1M0,Aesthetic Clinic,08-Sep-2023,location.href = '/Facility/Details/5fd67c2f-1664-4dc4-8afd-4ec67e60750e' ,Personal Service Settings
0,Blenheim Rotary Club Splash Pad - Talbot Trail Place,24 John St W  Blenheim ON N0P 1A0,Spray/Splash Pad,15-Jun-2023,location.href = '/Facility/Details/ef567f55-a847-449d-a54e-6b7a9aa5f1c1' ,Recreational Water
1,Bothwell Splash Pad,252 Oak St E  Bothwell ON N0P 1C0,Spray/Splash Pad,31-Jul-2023,location.href = '/Facility/Details/fb3c66bc-1ae7-4b8f-a7a1-e9ebe7d30d15' ,Recreational Water
2,Chatham Retirement Resort - Pool,25 Keil Dr N  Chatham ON N7L 5J9,Indoor class B pool,27-Mar-2024,location.href = '/Facility/Details/ed0cba1b-5907-4950-853a-39f9f75b087b' ,Recreational Water
3,Chatham-Kent YMCA (leisure swimming pool),101 Courthouse Lane  Chatham ON N7L 0B5,Indoor class A pool,21-Mar-2024,location.href = '/Facility/Details/81fdc604-55d9-42e8-a70b-f6d7cf892bed' ,Recreational Water
4,Chatham-Kent YMCA (main swimming pool),101 Courthouse Lane  Chatham ON N7L 0B5,Indoor class A pool,21-Mar-2024,location.href = '/Facility/Details/e5acb2e8-55af-4537-a5a6-dcfa2833c827' ,Recreational Water
5,Children's Treatment Centre of Chatham-Kent,355 Lark St  Chatham ON N7L 5B2,Indoor class A pool,27-Mar-2024,location.href = '/Facility/Details/6dc8fde1-6347-44a5-ad1e-eef2478e2dd3' ,Recreational Water
6,Colwell Park Splash Pad,300 Running Creek Dr  Wallaceburg ON N8A 3K5,Spray/Splash Pad,19-May-2023,location.href = '/Facility/Details/38f57797-907b-48d9-9881-7316f09d7adc' ,Recreational Water
7,Dresden Community Pool,760 Tecumseh Street  Dresden ON N0P 1M0,Outdoor class A pool,22-Aug-2023,location.href = '/Facility/Details/575c8053-484b-4c3b-a8b0-d3cac519a8e5' ,Recreational Water
8,Dresden Splash Pad,760 Tecumseh Street  Dresden ON N0P 1M0,Spray/Splash Pad,25-Jul-2023,location.href = '/Facility/Details/38e3d43f-ec97-414f-9d7d-2a1fe7f7e271' ,Recreational Water
9,Erieau Marina Pool,1515 Kerr Avenue  Erieau ON N0P 1N0,Outdoor class B pool,05-Sep-2023,location.href = '/Facility/Details/453f9b87-7f32-498c-8870-5e25210afd4b' ,Recreational Water
10,Gable Rees Rotary Pool,66 Regent Street  Blenheim ON N0P 1A0,Indoor class A pool,26-Feb-2024,location.href = '/Facility/Details/b466641f-cf22-4d66-8087-2564e4bf4794' ,Recreational Water
11,Gable Rees Rotary Pool - Whirlpool,66 Regent Street  Blenheim ON N0P 1A0,Indoor whirlpool/spa,26-Feb-2024,location.href = '/Facility/Details/18406fad-0ab9-47ee-99fa-3f322e3f3b4c' ,Recreational Water
12,Greenview Aviaries - Splash Pad,12752 Talbot Trail  Morpeth ON N0P 1X0,Spray/Splash Pad,17-Aug-2023,location.href = '/Facility/Details/065d2004-daeb-42dc-8a9e-47e8a57d65d6' ,Recreational Water
13,Harbour Court Apartments,475 Wallace Street  Wallaceburg ON N8A 4W8,Outdoor class B pool,29-May-2023,location.href = '/Facility/Details/d6625653-2fe0-4c51-b1a4-a1dd32db26eb' ,Recreational Water
14,Holiday Inn Express & Suites - Pool,575 Richmond St  Chatham ON N7M 5K8,Indoor class B pool,26-Mar-2024,location.href = '/Facility/Details/5d6f5da5-88ce-42bb-8a7b-9f9abceb6440' ,Recreational Water
15,Jay Cee Pool,20 Philip St  Chatham ON,Outdoor class A pool,25-Aug-2023,location.href = '/Facility/Details/bfe5f5fc-1b2b-406f-bda2-929f5e4cc90b' ,Recreational Water
16,Jaycee Spray Pad,101 Larkwood St  Wallaceburg ON N8A 4V1,Spray/Splash Pad,19-May-2023,location.href = '/Facility/Details/30cedb1b-bb27-4fd0-8eb3-2ddea0996f6d' ,Recreational Water
17,Kenesserie Camp - Pool,18669 Kenesserie Rd  Ridgetown ON N0P 2C0,Outdoor class B pool,12-Jul-2023,location.href = '/Facility/Details/1823ca61-9f58-4032-9a30-a031c64d32f5' ,Recreational Water
18,Kingston Park,91 Paxton Dr  Chatham ON N7L 5M1,Spray/Splash Pad,28-Aug-2023,location.href = '/Facility/Details/94a1744f-413f-44f3-8ea4-5efc473b1bcf' ,Recreational Water
19,Maple City Country Club - Pool,10845 River Line  Chatham ON N7M 5J4,Outdoor class B pool,14-Sep-2023,location.href = '/Facility/Details/8c853a4c-4a59-4b55-9077-2de6e1150ed8' ,Recreational Water
20,Merlin Area Kinsmen Park Foundation Splash Pad,6 Erie St N  Merlin ON,Spray/Splash Pad,24-Jul-2023,location.href = '/Facility/Details/51f715b0-d7b8-45ef-8bed-d254cb6dbbf0' ,Recreational Water
21,Mitchell's Bay Splash Pad,5 Main Street  Dover Centre ON N0P 1L0,Spray/Splash Pad,23-Aug-2023,location.href = '/Facility/Details/17048cd5-f087-411b-98b9-82c8294181bd' ,Recreational Water
22,Oaks Retirement Village - Pool,80 McNaughton Avenue  Wallaceburg ON N8A 1R9,Indoor class B pool,25-Mar-2024,location.href = '/Facility/Details/5d4e2cc0-9734-487b-8328-0e7351c0cc93' ,Recreational Water
23,Orville Wright Pool,170 King St E  Chatham ON N7M 2A4,Outdoor class A pool,22-Jun-2023,location.href = '/Facility/Details/c2a08a12-438b-4f2c-92ed-6115f67c71ee' ,Recreational Water
24,Park Place - Pool,550 Park Avenue West  Chatham ON N7M 1X2,Outdoor class B pool,22-Sep-2023,location.href = '/Facility/Details/153e232a-876f-471e-a4a3-c9e1898b185b' ,Recreational Water
0,Park Place II - Pool,570 Park Ave West  Chatham ON N7M 1X2,Outdoor class B pool,22-Sep-2023,location.href = '/Facility/Details/d8dada38-c03f-4b45-a0d8-feed08077d21' ,Recreational Water
1,Ridgetown Howard Pool,5 George St  Ridgetown ON N0P 2C0,Outdoor class A pool,22-Jun-2023,location.href = '/Facility/Details/a043ed19-88e6-425f-b670-347a563e6258' ,Recreational Water
2,Ridgetown Splash Pad,5 George St  Ridgetown ON N0P 2C0,Spray/Splash Pad,19-Jul-2023,location.href = '/Facility/Details/ee98916f-8513-44fb-8514-13ef3747d237' ,Recreational Water
3,Rondeau Shores Trailer Park - Pool,12686 New Scotland Line  Morpeth ON N0P 2X0,Outdoor class B pool,31-Aug-2023,location.href = '/Facility/Details/8695fd2e-34be-463e-a8d6-55c5663e5bad' ,Recreational Water
4,"Summer Place Variety, The - Pool",18254 Kent Bridge Road  Rondeau ON N0P 1X0,Outdoor class B pool,14-Aug-2023,location.href = '/Facility/Details/f7ed7641-381b-4c87-b701-da64df0d71d4' ,Recreational Water
5,Sunny Glades Nature Park - Pool,29944 Zone Rd 7  Bothwell ON N0P 1C0,Outdoor class B pool,20-Jul-2023,location.href = '/Facility/Details/9c308d9a-b68d-4447-a59d-79afc8213828' ,Recreational Water
6,Sunny Glades Nature Park - Whirlpool,29944 Zone Rd 7  Bothwell ON N0P 1C0,Indoor whirlpool/spa,01-Aug-2023,location.href = '/Facility/Details/69b40475-82c6-4cb9-9f8c-4a4acc56c672' ,Recreational Water
7,Thamesville Community Pool,32 Wallace St  Thamesville ON N0P 2K0,Outdoor class A pool,22-Aug-2023,location.href = '/Facility/Details/a92864c0-0f6e-4779-b2d8-5446e8617a68' ,Recreational Water
8,Thamesville Splash Pad,32 Wallace St  Thamesville ON N0P 2K0,Spray/Splash Pad,22-Aug-2023,location.href = '/Facility/Details/a4c05090-30bc-44e3-827e-e44057f3adf3' ,Recreational Water
9,Tilbury Pool,24 Stewart St  Tilbury ON N0P 2L0,Outdoor class A pool,25-Jul-2023,location.href = '/Facility/Details/2527f66f-cc7d-4b4c-b26e-968aba568f32' ,Recreational Water
10,Tilbury Splash Pad,49 Bond Ave  Tilbury ON N0P 2L0,Spray/Splash Pad,19-May-2023,location.href = '/Facility/Details/268353a2-15a6-4894-b64f-cd5114ed80cc' ,Recreational Water
11,Tilbury Wading Pool,24 Stewart St  Tilbury ON N0P 2L0,Outdoor wading pool,25-Jul-2023,location.href = '/Facility/Details/cefd702f-1326-4ac6-9a30-d6b372e6ef37' ,Recreational Water
12,Trillium Village Apartments,40 Trillium Village  Chatham ON N7L 4M6,Outdoor class B pool,30-Aug-2023,location.href = '/Facility/Details/00c17cd3-b432-4759-a656-7c5d08b252fc' ,Recreational Water
13,Wallaceburg Sydenham Pool,920 Elgin Street  Wallaceburg ON N8A 3C9,Indoor class A pool,12-Feb-2024,location.href = '/Facility/Details/c02267e4-475c-4245-acf6-8fb8371ef8db' ,Recreational Water
14,Walter Hawkins Pool,341 Delaware Ave  Chatham ON N7L 2W9,Outdoor class A pool,17-Aug-2023,location.href = '/Facility/Details/df3fb0c4-3f05-42e3-a9fb-1288e9b22c89' ,Recreational Water
15,Wheatley Splash Pad,196 Erie St N  Wheatley ON N0P 2P0,Spray/Splash Pad,19-May-2023,location.href = '/Facility/Details/0a865b63-fff9-449b-b47d-9e16f4f76df3' ,Recreational Water
16,Wildwood Trailer Park - Pool,12443 Rose Beach Line  Morpeth ON N0P 1X0,Outdoor class A pool,16-Aug-2023,location.href = '/Facility/Details/c706a53a-72a2-4eb0-801b-bcbc2a3203f7' ,Recreational Water
0,Adult Language and Learning,240 King Street W  Chatham ON N7M 1E7,Child Care Centre,27-Sep-2023,location.href = '/Facility/Details/90eb8989-fecd-4540-bdd5-2ccfb4ef368e' ,Day Nurseries/Day Cares
1,Adventure Hours,92 Churchill St  Chatham ON N7L 3T5,Child Care Centre,19-Mar-2024,location.href = '/Facility/Details/ea756616-893f-4abc-a354-d8e3de931d9f' ,Day Nurseries/Day Cares
2,Children's Village Day Care,58 Dover Street  Chatham ON N7L 1S8,Child Care Centre,19-Jun-2023,location.href = '/Facility/Details/6340904d-fa13-4896-895f-9ac52548e3dd' ,Day Nurseries/Day Cares
3,Dresden Best Start,941 North Street  Dresden ON N0P 1M0,Child Care Centre,05-Dec-2023,location.href = '/Facility/Details/34a090c3-6cb1-4c5c-be21-49fe6e6871a5' ,Day Nurseries/Day Cares
4,Growing Together at Maycourt,275 McNaughton Ave W  Chatham ON N7L 1R8,Child Care Centre,02-Nov-2023,location.href = '/Facility/Details/27146334-6eea-4e94-a607-38652c88cf8e' ,Day Nurseries/Day Cares
5,Growing Together at Tecumseh,287 McNaughton Ave West  Chatham ON N7L 1R8,Before & After School Program,02-Nov-2023,location.href = '/Facility/Details/40c745a3-954d-4e8d-a387-c01daec72c7a' ,Day Nurseries/Day Cares
6,Growing Together Family Resource Centre - Harwich Raleigh,231 Chatham St S  Blenheim ON N0P 1A0,Child Care Centre,18-Sep-2023,location.href = '/Facility/Details/91508cd6-a41c-4add-9a4c-82617f7e3b3b' ,Day Nurseries/Day Cares
7,Growing Together Family Resource Centre - St Annes,183 Snow Ave  Blenheim ON N0P 1A0,Child Care Centre,11-Sep-2023,location.href = '/Facility/Details/d0873c64-fcdd-49cd-b1e1-c6c7d7df112d' ,Day Nurseries/Day Cares
8,Growing Together Family Resource Centre - W.J. Baird,182 King St W  Blenheim ON N0P 1A0,Child Care Centre,18-Sep-2023,location.href = '/Facility/Details/4df0d71c-9e5a-497d-885e-013de17f70d7' ,Day Nurseries/Day Cares
9,Kids Connection Daycare,470 St Clair Street  Chatham ON N7L 3K8,Child Care Centre,22-Feb-2024,location.href = '/Facility/Details/8afbac67-1982-4a24-88fb-882138cf5bf9' ,Day Nurseries/Day Cares
10,Kids Connection Daycare- Raleigh Street,25 Raleigh St  Chatham ON N7M 2M6,Child Care Centre,13-Jun-2023,location.href = '/Facility/Details/07ce0224-5a87-40f9-a54e-f348eae61169' ,Day Nurseries/Day Cares
11,Kids' Stuff Family Learning Centre - Gregory Drive Public School,180 Gregory Dr W  Chatham ON N7L 2L4,Child Care Centre,10-Nov-2023,location.href = '/Facility/Details/a5009b33-ece4-41f9-9d59-781b9f7192e0' ,Day Nurseries/Day Cares
12,Kids' Stuff Family Learning Centre - Queen Elizabeth,79 Eugenie St  Chatham ON N7M 3Y9,Before & After School Program,25-Oct-2023,location.href = '/Facility/Details/813db97b-dd2b-45d1-8e93-0ed274bcb42d' ,Day Nurseries/Day Cares
13,Kids' Stuff Family Learning Centre - Victor Lauriston,44 Alexandra Avenue  Chatham ON N7M 1Y1,Before & After School Program,10-Nov-2023,location.href = '/Facility/Details/0a418462-46e3-40c0-b4ec-9d5d55c21c0c' ,Day Nurseries/Day Cares
14,Kids' Stuff Family Learning Centre - Winston Churchill,30 Crystal Dr  Chatham ON N7M 3C7,Child Care Centre,24-Jan-2024,location.href = '/Facility/Details/c387ce7a-6151-4b52-b7ff-bdacac56fa1a' ,Day Nurseries/Day Cares
15,Kids' Stuff- McNaughton Ave E,520 McNaughton Ave E  Chatham-Kent ON N7L 2G9,Child Care Centre,26-May-2023,location.href = '/Facility/Details/ba446b20-8999-4f51-a353-6042080b94c7' ,Day Nurseries/Day Cares
16,LINCK YMCA Childcare,495 Grand Ave West  Chatham ON N7L 1C5,Child Care Centre,09-May-2023,location.href = '/Facility/Details/e33947a1-7c0b-499e-951b-37f83e4cecf6' ,Day Nurseries/Day Cares
17,Montessori The Place to Grow,93 William Street N  Chatham ON N7M 4L4,Child Care Centre,06-Nov-2023,location.href = '/Facility/Details/0c989182-a70b-4833-8cce-13d8775e4686' ,Day Nurseries/Day Cares
18,Ridge Kids - Naahii Ridge Public School,20473 Victoria Road  Ridgetown ON N0P 2C0,Child Care Centre,07-Nov-2023,location.href = '/Facility/Details/728bd02e-9b1f-45f1-b945-b0323d6a2d5b' ,Day Nurseries/Day Cares
19,Ridge Kids - St Michael School,25 Maple Street  Ridgetown ON N0P 2C0,Before & After School Program,07-Nov-2023,location.href = '/Facility/Details/a6143b1a-f23a-408a-824a-ddf15f0e2f9c' ,Day Nurseries/Day Cares
20,Ridge Kids - St. Angela Merici Catholic School,801 McNaughton Ave W  Chatham ON N7L 5P7,Child Care Centre,01-Jun-2023,location.href = '/Facility/Details/82b99501-3784-4ce3-b2bf-716594a786dd' ,Day Nurseries/Day Cares
21,Ska:na Family Learning Centre - Chatham,25 Eighth Street  Chatham ON N7M 4J4,Child Care Centre,15-Nov-2023,location.href = '/Facility/Details/a7a13ca8-af96-4177-951d-24b398f0f67f' ,Day Nurseries/Day Cares
22,Ska:na Family Learning Centre - Wallaceburg,1531 Dufferin Ave  Wallaceburg N8A 2W8,Child Care Centre,28-Sep-2023,location.href = '/Facility/Details/b20aeae6-76b6-488d-a3fe-ea67f0f232e0' ,Day Nurseries/Day Cares
23,Thamesville and Area Early Learning Centre,90 Graham Street  Thamesville ON N0P 2K0,Child Care Centre,18-Oct-2023,location.href = '/Facility/Details/2bebc78d-3726-4bba-a350-7177c56d1495' ,Day Nurseries/Day Cares
24,Thamesville and Area Early Learning Centre - Good Shepherd,4 Edith Street  Thamesville ON N0P 2K0,Before & After School Program,18-Oct-2023,location.href = '/Facility/Details/99092aa0-ef45-4fa5-8e5e-9dbbf5ff9d44' ,Day Nurseries/Day Cares
0,Thamesville and Area Early Learning Centre - Thamesville Area Central School,30 Mary Street  Thamesville ON N0P 2K0,Child Care Centre,18-Oct-2023,location.href = '/Facility/Details/1a4e6640-e851-48d1-9d71-05724b77619a' ,Day Nurseries/Day Cares
1,The Family Centre - A. A. Wright Public School,55 Elm Street  Wallaceburg ON,Before & After School Program,07-Jun-2023,location.href = '/Facility/Details/e695711d-97e6-474d-a8c7-8284aeb1e429' ,Day Nurseries/Day Cares
2,The Family Centre - Christ the King,227 Thomas Ave  Wallaceburg ON N8A 2B9,Before & After School Program,01-Jun-2023,location.href = '/Facility/Details/ba68ce68-6ccf-4f4b-abf5-057c087068f9' ,Day Nurseries/Day Cares
3,The Family Centre - H.W. Burgess,140 Lawrence Avenue  Wallaceburg ON N8A 2B3,Before & After School Program,01-Jun-2023,location.href = '/Facility/Details/4c23c783-e472-418a-81cc-cf4bcf26f332' ,Day Nurseries/Day Cares
4,The Family Centre - Holy Family School,649 Murray St  Wallaceburg ON N8A 1W1,Before & After School Program,07-Jun-2023,location.href = '/Facility/Details/914fdf6e-5c2a-4385-b3af-f9f83aa9dda9' ,Day Nurseries/Day Cares
5,The Family Centre - St Elizabeth,1350 Bertha Ave  Wallaceburg ON N8A 3K4,Child Care Centre,28-Sep-2023,location.href = '/Facility/Details/5e981149-3b42-4f2d-9c40-14dd048b5587' ,Day Nurseries/Day Cares
6,The Family Centre - University Site,150 University Avenue  Wallaceburg ON N8A 3Z8,Child Care Centre,09-Nov-2023,location.href = '/Facility/Details/e022f1e9-e65b-4a63-b31c-ff5edb4f15dd' ,Day Nurseries/Day Cares
7,Tilbury Tots - Ecole St. Marie,90 Dale Dr  Chatham ON N7L 0B2,Child Care Centre,23-Nov-2023,location.href = '/Facility/Details/1effb73a-61be-4ea6-8fbb-6a3eb1993e45' ,Day Nurseries/Day Cares
8,Tilbury Tots - Main Site,43 St Clair St  Tilbury ON N0P 2L0,Child Care Centre,14-Dec-2023,location.href = '/Facility/Details/665165c1-6383-4c14-8b76-60b34a2cf943' ,Day Nurseries/Day Cares
9,Tilbury Tots - Merlin,21184 Erie Street North  Merlin ON N0P 1W0,Child Care Centre,22-Nov-2023,location.href = '/Facility/Details/bd95bc45-2651-46de-916c-c79237ad5199' ,Day Nurseries/Day Cares
10,Tilbury Tots - Pain Court,14 Notre Dame  Pain Court ON N0P 1Z0,Child Care Centre,15-Nov-2023,location.href = '/Facility/Details/491b2d19-5715-43c0-b2dc-774bfd1dd5c5' ,Day Nurseries/Day Cares
